ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
14311K59UB,31,F,418833.3333333334,258,0
14314P94EQ,25,F,170168.0,205,0
14317L66RQ,43,M,370732.0,322,0
14318I69RV,43,M,478204.0,374,1
14320G01WX,53,F,346272.0,464,1
14320M40ZE,51,F,203762.66666666666,945,1
14323K84WJ,50,F,310458.6666666667,330,1
14326K95SK,50,M,114631.0,431,1
14326T79LD,42,M,734093.3333333334,434,1
14329L62QH,53,M,151372.0,345,1
14331S67QX,61,M,458142.0,330,0
14336G50GK,63,M,768190.0,1003,1
14339Y18YS,56,F,317269.3333333333,334,1
14341B72UA,37,M,382857.0,400,1
14342U45VZ,52,M,210076.0,432,1
14349A41NJ,31,F,283141.3333333333,41,0
14351L80YI,33,F,334712.6666666666,411,0
14351V35UN,58,M,278649.0,171,0
14354O90LG,34,M,135774.0,279,0
14356Q82JU,37,M,343014.0,411,0
14359L00IB,57,M,623004.0,600,0
14361A54QH,47,M,416083.0,249,0
14364L29JB,45,M,277576.0,308,0
14365A77VK,51,M,662768.0,291,0
14366B02PA,40,F,477282.6666666667,168,0
14367H89WU,58,M,579559.0,217,1
14367V25DN,28,F,416846.6666666666,381,1
14369P14QK,54,M,663090.0,316,0
14369Q87PR,40,F,430864.0,988,1
14371X78SG,58,M,202555.0,669,0
14376K03TW,49,M,430341.0,414,1
14378C21GT,44,M,296566.0,462,1
14378P24KG,55,M,404784.0,471,0
14379X94HF,50,F,379229.3333333333,319,1
14380A55YU,54,F,253360.0,43,0
14381A07MU,32,F,278293.3333333333,357,0
14385Y79PW,52,F,96882.66666666667,760,1
14391D95RO,37,M,121456.0,498,1
14393R96WS,54,F,309690.6666666667,270,1
14395X33UH,48,M,555421.3333333334,463,1
14395Z78OT,57,M,567326.0,499,1
14397Q60FX,53,M,534710.0,435,1
14398Q54QF,36,F,671573.3333333334,278,0
14400Q90NQ,42,M,133407.0,247,1
14403J66RW,38,M,630978.6666666666,357,0
14415M65XY,64,M,142437.0,430,0
14417P96OG,35,M,114245.0,30,0
14423Q82TA,41,F,558826.6666666666,482,1
14428H64BO,35,M,160539.0,931,1
14433V33GV,37,M,324542.0,255,1
14436R24OR,56,M,731013.0,757,1
14438P03PY,28,M,144059.0,284,0
14439R67QM,34,M,137985.0,740,1
14440A49AV,54,F,300925.3333333333,3,0
14444C50SU,62,F,231413.33333333334,395,1
14447V74HI,27,M,264579.0,300,1
14450X37SA,52,M,599840.0,393,1
14454B45RO,65,F,522344.0,32,0
14458P20RE,32,M,211585.0,998,1
14458U14VM,30,M,242705.0,358,0
14460B49ZR,47,M,448928.0,321,0
14465O33XP,51,F,456626.6666666667,281,0
14467Q79IP,50,M,763392.0,300,1
14469L70LU,30,M,275505.0,401,1
14473S02ST,42,F,748413.3333333334,434,1
14475N30HY,31,M,200145.0,117,0
14477N37EU,55,M,122453.0,372,0
14482Q93KT,40,M,129841.0,411,1
14483L17ZB,34,F,198002.66666666666,236,0
14483Q62QB,54,F,423082.6666666667,59,1
14483U38ET,31,F,305129.0,358,1
14485H17YV,27,F,195125.33333333334,433,1
14486A99EQ,31,M,139819.0,601,0
14486T83FM,61,F,531762.6666666666,434,1
14487E34KT,43,F,271925.3333333333,597,1
14490N97KR,41,M,151767.0,494,1
14490P27MJ,39,M,718741.3333333334,261,0
14492L34HW,42,M,416125.0,203,0
14496X50XS,49,M,583800.0,482,1
14497Y45GL,25,M,295823.0,359,0
14499K86VG,51,F,106810.66666666667,216,0
14499Z87VV,60,M,101888.0,225,0
14501H74WH,33,F,267693.3333333333,206,0
14510B20SV,44,M,363925.0,354,1
14511R27EH,28,M,158974.0,109,0
14518I96NL,37,M,473812.0,380,1
14519D35VI,39,M,129377.0,432,1
14519K79OJ,28,F,361744.6666666666,344,0
14519S00QO,57,M,470117.0,757,1
14522J94BF,51,F,340144.0,300,1
14523M98YG,63,F,411946.6666666667,331,0
14526T31QO,58,M,722145.0,714,1
14526X69SX,27,F,422756.3333333334,363,0
14530N46UI,54,M,726837.0,331,1
14536W40DN,59,M,507904.0,238,0
14540O80GO,52,M,724920.0,220,1
14540P08YY,33,F,311205.3333333333,456,1
14541P94YB,28,M,154710.0,960,1
14543H69UN,61,F,269032.0,337,1
14545Z56OV,35,F,225189.33333333334,426,0
14556K71YQ,49,F,787736.0,710,1
14557U72EP,39,M,477409.0,441,1
14561L78NO,42,M,452362.0,297,0
14561T71ZK,29,M,132574.0,329,0
14567U19YK,43,F,736770.6666666666,367,1
14572H36UB,27,F,451442.0,380,0
14572W90BF,51,M,781809.0,320,1
14574Q71DR,60,M,650491.0,211,0
14576G36UP,29,F,366845.3333333333,223,0
14583P62LC,26,M,272214.0,84,0
14588P01EI,28,F,352161.6666666666,297,0
14591A25WY,58,F,366218.6666666667,462,1
14595B63WL,27,M,195772.0,358,0
14600Y03AQ,46,F,354642.6666666667,274,0
14602U00NG,48,M,787664.0,489,1
14606M62NW,41,M,689450.6666666666,938,1
14606P85NO,63,F,426597.3333333333,396,1
14610Y74LD,63,F,377861.3333333333,403,1
14612J36FZ,30,F,337424.0,239,0
14612K09CF,25,F,406634.6666666667,237,0
14619U46RT,54,M,697345.0,165,0
14621B23VT,35,M,170777.0,251,1
14623F49MC,30,M,248578.0,165,1
14623W45TR,38,M,489692.0,372,1
14625K17NU,63,F,129896.0,386,0
14625Z68GI,53,F,136877.33333333334,238,0
14627N40BQ,41,F,574125.3333333334,291,0
14629T64DY,33,F,242069.33333333334,213,1
14629Z03EN,64,F,401112.0,183,0
14631A04BJ,29,M,109377.0,335,0
14633K95CR,40,F,526749.3333333334,343,0
14640T22XI,56,M,496071.0,340,1
14641S95OB,53,M,356029.0,906,1
14642F31QI,34,M,168381.0,359,0
14642Q30RA,48,M,396378.0,330,1
14645H87IS,42,F,565010.6666666666,305,1
14648A95TZ,32,F,301072.0,368,0
14648X84PL,38,F,267917.3333333333,427,1
14648Z64NX,32,M,144580.0,275,0
14650Y65FL,34,M,212375.0,204,0
14658B63KY,59,M,595762.0,428,1
14663W69QG,25,F,330392.6666666666,202,1
14667D14SE,37,M,245781.0,481,1
14667Y51GW,44,M,302825.0,348,1
14668O59SV,65,M,580891.0,436,1
14668Y18GJ,57,F,504544.0,271,0
14673X91BH,59,M,85370.0,858,1
14674A44YV,37,F,724138.6666666666,990,1
14677L70MH,48,F,419872.0,390,1
14677X85LL,25,M,157689.0,270,1
14679E84VB,37,F,427922.6666666667,453,1
14679X77CF,53,M,675197.0,234,0
14681Y05UB,27,M,148576.0,79,0
14684H86RG,54,F,317034.6666666667,353,0
14686Z15DI,49,M,421556.0,148,1
14695B89BC,41,M,451235.0,297,0
14697R23HH,46,M,139759.0,412,1
14698Y98JA,37,M,435202.0,474,1
14705D69KD,61,M,218650.0,329,0
14711F44UJ,29,F,388698.0,253,0
14711L60RY,57,F,334970.6666666667,24,1
14711R40AQ,34,M,183638.0,509,1
14712N55QE,65,F,372517.3333333333,407,0
14716I12LZ,39,M,656920.0,202,0
14721Y84BD,31,M,154443.0,634,1
14723K83QU,48,M,409926.0,23,0
14725B06HE,27,M,202511.0,294,1
14725I13GG,46,F,567080.0,326,0
14727P04CH,49,F,298482.6666666667,488,1
14730U44LU,62,F,123976.0,180,0
14730Z61KX,30,M,204472.0,145,0
14736B60GK,52,F,373674.6666666667,479,1
14736L92YX,43,M,342052.0,432,1
14738S27UE,27,M,161851.0,474,1
14744U61VQ,45,M,363645.0,487,1
14749N57LE,41,F,498016.0,402,1
14750K56JB,46,F,273930.6666666667,715,1
14752B63KA,42,F,349226.6666666667,402,1
14758D84QW,26,F,444868.6666666666,376,1
14763P10LX,50,F,454440.0,12,0
14764J48FN,39,M,381316.0,198,1
14766B13BJ,40,F,321928.0,480,1
14766K06DK,61,M,202729.0,583,1
14767E41TO,35,M,244507.0,494,1
14767R09BL,39,M,569048.0,151,1
14775L21CL,63,F,374421.3333333333,255,1
14775X69EB,29,F,472248.0,240,0
14776J42JL,33,F,248530.66666666666,494,0
14776L73EL,35,F,388506.6666666667,369,1
14779Y08IP,47,M,592653.3333333334,710,0
14781Z97KD,42,M,399984.0,290,0
14785T51BW,56,F,355258.6666666667,528,0
14787V64VR,52,F,323341.3333333333,365,0
14787Y26TP,53,F,126130.66666666667,462,0
14791A71QB,47,M,237484.0,377,1
14795C69SS,40,F,680338.6666666666,892,1
14796N63QW,57,M,729583.0,765,1
14796U83MY,28,M,141864.0,214,0
14796X57LJ,43,M,534626.6666666666,472,1
14801X17XW,42,M,606314.6666666666,180,0
14802A44ZA,37,M,141714.0,280,0
14802G21DW,49,M,188264.0,458,1
14805G29YC,47,F,433368.0,16,0
14807F43KJ,37,M,133659.0,282,0
14807T33QK,63,F,415149.3333333333,396,1
14808D11YT,38,M,246715.0,243,1
14809W34GB,56,M,428278.0,472,0
14812A52UW,64,F,134965.33333333334,358,0
14812W33MB,60,M,290750.0,94,0
14813Z62VM,60,F,299413.3333333333,371,1
14820H14YW,38,M,365241.0,421,0
14820N43QS,28,F,432341.3333333333,296,0
14827E35IR,56,M,172690.0,399,1
14829B32MV,49,M,456069.0,22,1
14829J89KO,47,M,216362.0,308,0
14830D94RV,40,F,267637.3333333333,275,0
14831U53JS,63,F,145426.66666666666,271,0
14835A68OZ,61,F,313045.3333333333,215,0
14838W23HD,51,M,202006.0,427,1
14842Z51UY,65,M,509588.0,24,0
14843D80VF,54,M,570409.0,888,1
14843L88VC,53,M,705909.0,308,0
14849J14EA,26,M,229301.0,226,1
14849J69LU,35,M,251319.0,444,1
14849S03IP,36,M,512520.0,240,0
14850E22KW,28,M,222347.0,218,0
14853G44KQ,55,F,376466.6666666667,765,1
14856K12TO,59,M,284714.0,108,0
14857X98LI,58,F,162664.0,187,0
14858P06YN,58,M,538532.0,558,0
14859O11HY,33,F,176874.66666666666,277,1
14861K18RN,52,F,354317.3333333333,859,1
14869G55VW,58,F,357613.3333333333,350,1
14869N60RI,48,M,114337.0,399,1
14870I24FJ,32,M,109245.0,294,0
14870L21PX,61,M,121447.0,21,0
14870S65AJ,65,F,121669.33333333333,61,0
14871A55CS,58,M,190833.0,302,1
14871F83DV,43,M,309454.0,385,1
14872R38VS,46,M,672586.6666666666,716,1
14874G48CU,33,F,283664.0,497,1
14876W86QI,47,F,316514.6666666667,945,1
14883S67PC,51,M,585971.0,489,1
14884U42DP,25,M,293284.0,469,1
14886Y55RF,31,M,287190.0,147,0
14887Z84OU,25,M,291183.0,162,0
14897T34AW,30,F,262042.66666666666,208,1
14906C89OC,26,M,285971.0,234,0
14906W95MU,47,F,267138.6666666667,178,0
14907R50HW,45,F,688133.3333333334,322,1
14910I49XT,34,F,183280.0,285,1
14911U48RR,56,F,96394.66666666667,371,0
14916D63HI,60,F,83602.66666666667,339,0
14917V56SK,28,M,285371.0,665,1
14919C31SV,33,M,212009.0,75,1
14923G75TJ,51,M,272360.0,338,1
14926M61JA,64,M,374556.0,214,1
14926P90JF,37,M,485062.0,77,0
14927F41GR,60,F,413685.3333333333,111,0
14928C10SD,29,F,468298.6666666667,253,0
14929C82LP,32,F,454205.3333333333,298,0
14929T22LI,63,F,386437.3333333333,313,1
14930C76ZD,52,F,120482.66666666667,206,0
14931V00HP,60,F,203077.33333333334,56,0
14933S07IL,61,F,161442.66666666666,985,1
14933W71RN,37,M,365137.0,265,1
14933Y01UK,35,M,158340.0,482,1
14935B01NT,42,M,496672.0,388,1
14936M61FQ,65,F,158290.66666666666,374,1
14938F19OC,46,M,604256.0,507,1
14940O58JD,33,F,323277.3333333333,231,0
14942P92ZQ,54,M,156925.0,278,0
14943W70CE,28,M,268430.0,431,1
14947I17YK,25,M,168399.0,764,1
14947K60UR,29,M,100777.0,225,0
14952A87LG,65,M,374294.0,372,1
14952B28JN,48,M,527413.3333333334,404,0
14953B43UG,37,M,742349.3333333334,411,0
14966Z07ZT,53,F,255469.33333333334,268,0
14969F38EJ,25,F,143986.66666666666,330,0
14978I36ER,28,M,101571.0,373,0
14987F11QJ,63,M,591829.0,57,0
14991I40AW,37,M,391282.0,473,1
14992I94UW,56,M,228806.0,358,0
14992S50IF,39,M,281795.0,252,1
14995L25JI,60,F,531645.3333333334,343,1
14996M19ZO,51,M,781958.0,221,1
14999L67TA,54,F,495904.0,620,1
15000B02LX,34,M,275416.0,474,1
15002R53OZ,32,M,238647.0,71,0
15007C30BY,37,M,143546.0,249,0
15008H84TR,62,F,407128.0,279,0
15009P61SL,43,M,258384.0,291,0
15020R50YU,36,M,786202.6666666666,271,1
15022F83TP,38,M,145253.0,480,1
15024G42QX,34,M,229139.0,442,1
15025T05FA,54,M,176967.0,846,1
15025Z17WZ,45,M,168404.0,433,1
15026B24YK,64,M,735328.0,717,1
15035N97JD,53,F,474421.3333333333,470,1
15035Q04DR,34,M,148437.0,158,0
15036M35OI,47,F,348904.0,47,0
15037L56FN,27,M,291583.0,307,1
15038N37AE,50,F,430810.6666666667,498,1
15040B89PG,43,F,316954.6666666667,205,1
15042H12OY,62,F,177757.33333333334,211,1
15050E74WD,45,F,797954.6666666666,365,1
15052L65UG,48,M,115471.0,117,0
15052M02SP,34,M,284928.0,495,1
15052W88AA,49,M,467660.0,460,1
15055Y79YU,36,M,157277.0,413,1
15058L89TW,51,F,403872.0,212,1
15058O48RA,50,F,471322.6666666667,299,1
15062C62MU,39,M,390360.0,208,0
15065T89CE,50,M,493854.0,244,0
15067N20CU,31,M,235543.0,451,1
15072W92OD,59,M,196831.0,287,1
15073D35KW,47,M,401341.0,464,1
15082A33OW,54,F,169666.66666666666,152,0
15087I57ET,29,F,138618.66666666666,385,1
15089U23KC,53,F,504261.3333333333,118,0
15097P97RI,53,M,126560.0,753,1
15099O63MH,64,M,133856.0,320,0
15100N76DF,34,M,143658.0,262,0
15103K18OX,49,M,377756.0,27,1
15104V53ZU,46,M,230200.0,236,0
15105G44GK,26,M,212982.0,295,0
15112K07DS,51,F,206016.0,428,1
15116V83DI,54,M,757996.0,416,0
15117N99YU,49,M,464553.0,403,0
15118U69OG,25,F,149461.33333333334,55,0
15123G30IR,28,M,229338.0,385,1
15130W83QE,38,M,177029.0,340,1
15133T84FJ,29,M,207932.0,69,0
15134A60RE,38,F,270594.6666666667,308,0
15134X48MD,55,F,370842.6666666667,395,1
15136L24UA,50,F,584661.3333333334,283,1
15142Z83YL,65,F,382360.0,100,1
15149X03TP,32,F,139904.0,385,1
15151C60XT,59,M,311656.0,490,1
15153S85WM,31,M,100216.0,500,1
15155D30MG,27,F,455986.0,290,1
15159G85DP,26,M,206526.0,233,1
15161L21YN,48,M,306374.0,203,0
15165U49CC,55,F,289834.6666666667,92,0
15167Y89HU,35,M,235164.0,77,0
15168S98GY,43,M,149588.0,58,0
15175Z03YP,28,M,196326.0,501,1
15177V50TN,26,F,234304.0,251,0
15178G20HG,40,F,411456.0,321,0
15180L67NV,26,F,374536.3333333334,457,0
15181T12RK,50,F,334552.0,467,0
15183P87XH,32,F,308440.0,408,0
15185T07ZE,28,M,277352.0,217,1
15187Q80YA,39,F,346290.6666666667,474,0
15189T69BY,65,F,246338.66666666666,266,0
15190U26BG,56,F,222408.0,375,1
15191V83IU,28,F,357818.6666666667,481,1
15191Z55TW,37,F,300461.3333333333,468,1
15195C33JV,46,M,504466.6666666667,510,1
15196J30GC,25,F,145221.33333333334,229,0
15199B99DX,53,M,592849.0,527,1
15199C43HG,33,M,103826.0,484,0
15207Q90ND,28,F,392351.0,278,0
15208K10TF,34,M,162112.0,250,0
15210B57CJ,33,F,336757.3333333333,305,0
15216I27DS,45,F,475608.0,207,0
15216Z82GJ,44,M,248919.0,55,0
15218Y15KE,61,F,509285.3333333333,301,0
15221C80XT,32,F,442256.0,234,1
15221S87BP,28,F,244280.0,120,1
15228F38SB,61,M,642411.0,336,1
15234W39VN,38,F,383896.0,907,1
15242G57OP,42,M,114323.0,492,1
15244G42VJ,46,M,613666.6666666666,132,0
15245Y89QK,32,F,306541.3333333333,356,0
15251N62OR,27,F,355837.3333333333,468,1
15262V00KI,49,F,320186.6666666667,352,1
15263C97DS,28,F,178933.33333333334,18,0
15266K23VO,50,F,433408.0,578,1
15271H45OX,42,M,422043.0,301,1
15272R52YB,64,M,769040.0,338,1
15276D13XK,54,F,512842.6666666667,473,0
15281K61UI,42,M,164603.0,315,1
15287C92AQ,29,F,219682.66666666666,479,1
15288V37KM,44,F,396944.0,729,1
15292C42MA,48,M,188595.0,463,0
15292L54TZ,55,F,362589.3333333333,275,1
15296U84JE,29,M,248845.0,279,1
15302M90HU,50,M,426091.0,378,1
15304A67EA,31,M,185545.0,297,0
15307N06WV,33,F,440202.3333333334,436,1
15308B02IH,37,M,208241.0,217,0
15309A16XB,32,M,156880.0,523,1
15309H45ZG,50,M,621864.0,944,1
15311C19OG,25,M,181160.0,286,0
15314Q06CW,30,M,138595.0,35,0
15315Y94FN,39,M,421645.0,329,0
15319L34FY,60,F,155346.66666666666,393,1
15321Z01YK,52,M,692224.0,11,1
15322A45VR,41,F,496154.6666666667,405,0
15323K49VW,42,M,793344.0,747,1
15326N75ZL,44,M,472205.0,346,1
15332K75LH,43,M,335220.0,399,1
15332N03WO,60,M,466180.0,235,1
15333G06SF,35,M,161211.0,307,0
15336O40RQ,49,M,539616.0,330,1
15337P27YF,33,F,262922.6666666667,354,1
15338L25FN,32,M,141364.0,10,0
15339M67QT,32,F,221898.66666666666,314,0
15339X68IW,33,M,230039.0,210,1
15341L54WA,34,M,270672.0,628,1
15342L06NV,44,F,596818.6666666666,430,1
15347N24GG,25,M,132847.0,343,0
15347T12LC,42,M,473871.0,438,1
15348A16OK,55,F,112448.0,831,0
15352K46OI,60,M,538810.0,214,0
15355K57ZA,56,F,300338.6666666667,704,1
15355N91ER,36,F,718066.6666666666,817,1
15355Q60IM,54,M,204630.0,418,1
15362L67CR,28,M,221801.0,290,0
15363M28SM,29,F,210216.0,490,0
15364V58WJ,61,F,183178.66666666666,181,0
15367C27CQ,52,M,507574.0,167,0
15369V17IB,35,M,242764.0,269,1
15377C57WJ,35,M,153851.0,273,0
15378J13GC,65,F,221994.66666666666,29,0
15380D83HL,56,F,80042.66666666667,225,0
15381D18HB,27,M,213983.0,472,1
15383G11ZS,29,M,157483.0,487,1
15390U58AC,41,F,359608.0,169,0
15392K48QY,52,M,773569.0,460,1
15396F41ZB,32,F,180178.66666666666,227,0
15401E32PJ,39,M,413814.0,424,1
15404K30OY,59,F,433821.3333333333,769,1
15406F14AG,35,F,290504.0,275,1
15407R54YT,41,M,374528.0,360,0
15407U53BD,57,M,556741.0,14,0
15414G08DW,33,F,392693.3333333333,379,1
15414P68SB,45,M,459376.0,358,0
15414R35YH,63,M,514002.0,436,1
15415M49ZN,30,F,192421.33333333334,271,0
15421H41EQ,60,F,249850.66666666666,299,0
15423L38QF,41,F,610445.3333333334,468,1
15425A32OV,47,F,766506.6666666666,392,1
15426Y97FR,56,F,99797.33333333333,259,0
15427G68GO,47,M,557210.6666666666,313,0
15429B94QI,47,F,585784.0,279,0
15432O87EY,59,M,789055.0,336,1
15433V33JB,31,F,212768.0,43,1
15439W79VJ,26,M,105337.0,381,0
15440R41KR,51,M,640481.0,528,1
15444S60OF,65,F,120480.0,299,0
15447D04FL,28,M,173049.0,347,1
15447F46RV,64,M,487931.0,362,0
15449S82QW,46,F,784922.6666666666,400,1
15455Z02KU,44,M,652000.0,3,1
15456G56DP,64,F,422869.3333333333,422,1
15457Z32XU,37,F,416405.3333333333,649,1
15458X61FQ,38,F,343178.6666666667,246,0
15466H76OP,27,F,335290.6666666667,404,1
15468I50BC,27,M,131750.0,499,0
15471M13FL,44,M,380412.0,262,1
15471W22NI,41,M,220012.0,194,1
15476N50TK,46,M,759493.3333333334,420,1
15476X66AC,32,F,313293.3333333333,263,1
15484X06QI,63,M,714864.0,501,1
15491H84HW,64,M,634110.0,242,1
15493Y25WE,41,M,528808.0,376,0
15494Q26ZM,59,F,211698.66666666666,811,1
15494U56RF,59,F,231376.0,75,1
15503E88JJ,64,F,348861.3333333333,305,0
15504T79EI,46,M,443162.0,401,1
15505U17UJ,62,F,413453.3333333333,394,0
15506B61HJ,48,M,351340.0,305,0
15507N63HC,42,M,314032.0,283,1
15511M19XW,32,M,234897.0,907,1
15519G25LA,39,F,638936.0,465,1
15519M88II,55,F,120586.66666666667,201,0
15528V77XS,64,M,547547.0,386,1
15533I16ZT,36,M,246718.0,465,1
15533X68WN,60,M,444952.0,377,1
15534R97SJ,36,F,544000.0,236,1
15535D25GI,27,F,392133.3333333333,200,0
15536Y21HY,56,F,295058.6666666667,229,0
15540J98EI,64,F,110949.33333333333,59,0
15545X32HP,28,M,261849.0,259,0
15546Q82JA,52,M,154673.0,179,0
15556Q29QS,32,M,287092.0,373,1
15564R35XD,61,M,666643.0,277,0
15565U56ES,38,F,268448.0,351,0
15567U06JY,41,M,581032.0,312,1
15569M58CZ,30,F,317077.3333333333,398,0
15570W70YH,26,M,216808.0,1,0
15572X64UL,36,M,641408.0,216,0
15573I72QC,28,M,141439.0,510,1
15574C44HJ,60,F,478968.0,400,1
15576A63KO,61,M,567338.0,44,1
15586M28DI,38,M,165430.0,452,1
15588M84EU,43,F,305392.0,227,0
15588S03JZ,59,M,72740.0,351,0
15590Y20DT,32,M,248867.0,954,1
15593N33VK,37,F,392645.3333333333,433,1
15595M56UF,51,M,137926.0,273,1
15595P75AU,52,M,407338.0,21,0
15601J17VS,52,F,234661.33333333334,747,1
15604B06RF,28,M,287185.0,169,1
15604E21ZL,25,F,398975.0,475,0
15610B50VW,37,M,732610.6666666666,873,1
15610H20VH,40,M,284155.0,267,1
15610O76OJ,49,F,534576.0,357,1
15618I61UW,47,F,312738.6666666667,919,1
15619L59RR,47,F,321621.3333333333,624,1
15619T52JR,34,M,171057.0,261,1
15621S77LQ,39,F,689696.0,438,1
15632R67WH,31,F,395829.3333333333,284,1
15635I47SZ,36,F,324698.6666666667,297,1
15635R14UL,36,M,568173.3333333334,726,1
15642C37NC,28,F,287522.6666666667,416,1
15643B53HF,64,F,394813.3333333333,427,1
15649S26BC,38,F,482040.0,434,1
15651T50NU,36,M,166929.0,460,1
15655E25SV,44,M,452830.0,371,1
15657B32FV,25,F,247162.66666666666,440,1
15659X44TF,28,M,292972.0,870,0
15660I22SO,62,F,376738.6666666667,407,1
15661K14JM,40,M,264890.0,389,1
15661R26DX,39,F,353573.3333333333,475,1
15662W97KF,25,M,208622.0,158,0
15666A91NF,39,M,638866.6666666666,237,0
15667Z30JK,34,M,186143.0,274,0
15671T11MK,25,F,232960.0,468,0
15672M71CO,56,F,104138.66666666667,244,0
15673V79MN,26,F,270146.6666666667,359,1
15675F26DS,52,F,415530.6666666667,165,0
15677C21QU,61,F,163912.0,276,1
15684E56IT,32,F,446952.0,401,1
15686K52PW,57,F,481797.3333333333,47,1
15686W72FC,56,F,382037.3333333333,320,1
15688T83RU,34,F,475397.3333333333,427,1
15688Z94FX,53,M,656337.0,297,0
15690B15BX,30,F,403784.0,414,0
15694D58ER,42,M,204794.0,392,1
15696C95EE,62,M,630469.0,217,1
15696H90AR,39,M,625538.6666666666,324,0
15696W96AO,64,M,349456.0,787,1
15699X34MR,58,M,508553.0,917,1
15700M71IT,58,M,500353.0,298,0
15706P69AS,42,F,752917.3333333334,244,0
15708I14TU,26,F,305170.6666666667,317,1
15713S81LM,53,M,556400.0,144,0
15717H19GM,65,F,464482.6666666667,4,1
15719T73HA,63,F,465005.3333333333,279,0
15727U32MA,56,F,96794.66666666667,466,0
15728Q29UH,35,F,381232.6666666666,367,1
15729A82UD,59,F,508821.3333333333,279,1
15738S33PQ,39,M,680373.3333333334,698,1
15741R96BA,63,F,406288.0,1000,1
15744U04EP,47,M,207179.0,17,0
15747J44GH,59,F,204784.0,81,0
15750K87FH,41,M,288766.0,443,0
15751G94CW,64,F,345565.3333333333,656,1
15753J73YE,52,M,418117.0,464,1
15755R29IR,60,M,575755.0,439,1
15762U05WC,43,F,704218.6666666666,38,1
15768B17WF,63,M,489568.0,500,0
15774Q75US,53,F,180920.0,214,0
15777D56EN,37,F,496896.0,782,0
15777G44MW,27,M,198669.0,436,1
15780Q20GP,29,F,407890.6666666667,250,1
15783K43SY,47,F,610213.3333333334,678,1
15788V30LI,46,M,289640.0,225,0
15790Z23NO,64,M,692576.0,348,0
15792I42GM,50,M,314665.0,255,1
15792V25QP,55,M,744937.0,347,0
15795W39XP,60,F,334557.3333333333,331,0
15800P80AX,42,M,124027.0,251,0
15800Y73ZZ,29,M,277976.0,4,1
15802I85UT,52,M,734233.0,346,0
15805Q41LA,37,F,626957.3333333334,271,0
15806U20RR,46,M,204785.0,215,1
15810Z24BU,53,F,330482.6666666667,345,0
15811A13UF,55,M,392672.0,358,0
15813B69GP,59,M,431737.0,239,0
15822K27MU,40,F,346816.0,336,1
15824T46RC,38,F,403816.0,650,1
15825R15JA,25,F,351704.0,340,1
15829T49VM,47,F,426074.6666666667,762,1
15831U09OY,43,M,412847.0,497,1
15834N57HU,31,M,249060.0,437,1
15842O41JF,48,F,629656.0,61,1
15842O68VE,28,M,269651.0,134,0
15842Z59GZ,34,M,186176.0,751,1
15843C37EV,31,F,469266.6666666667,295,0
15843K52GJ,65,M,553406.0,911,1
15844S64FV,39,M,396874.0,469,1
15845O32WN,29,M,288768.0,990,1
15845U93KU,49,M,382148.0,387,1
15848B12LT,39,M,793626.6666666666,71,0
15852L32DR,45,M,642349.3333333334,401,1
15852M29RA,41,F,282130.6666666667,356,0
15852S13ZY,50,M,360566.0,497,1
15862E24BR,51,M,533969.0,280,1
15871E15KI,50,M,368218.0,25,1
15873E11RV,57,M,427987.0,241,0
15877N82QK,63,M,381957.0,270,1
15880P01MC,44,M,305565.0,346,0
15888T01US,41,M,169343.0,454,1
15900H57DM,31,F,412117.3333333333,304,0
15900P88RF,42,M,231038.0,446,1
15900U13LP,43,M,184665.0,222,0
15903P09JE,32,M,148912.0,79,0
15904M41OI,25,M,158221.0,421,1
15905O73NT,25,F,334528.0,95,0
15913G58KT,28,F,275448.0,303,0
15913L67BQ,38,M,105562.0,271,0
15919H25BM,37,M,209232.0,469,0
15920P35TW,56,M,692624.0,260,0
15921K87CG,35,F,353458.6666666667,486,0
15921X50JT,52,F,202242.66666666666,700,1
15922G69SF,51,M,163093.0,164,0
15924U43YC,65,M,779331.0,321,1
15928C03HR,42,F,506845.3333333333,279,1
15929V67CW,46,M,412031.0,344,1
15932P75ZT,61,F,499957.3333333333,412,1
15933F32VA,28,F,323896.0,474,1
15933V03SV,31,F,492701.3333333333,486,1
15937G43PB,51,M,297359.0,343,0
15942J92BH,63,F,450170.6666666667,339,0
15944L70YO,29,M,230362.0,259,1
15944O49JL,62,F,405530.6666666667,797,0
15945R12AF,44,F,785426.6666666666,610,1
15947P73DK,63,M,319117.0,45,0
15948F97PD,45,M,739856.0,245,1
15949R88TB,48,F,448194.6666666667,335,0
15951I29QO,28,M,254430.0,210,0
15957T08BF,40,M,377543.0,462,1
15963Q94KN,64,F,302000.0,494,0
15968I59JX,58,M,551859.0,572,1
15975N91IN,47,F,439722.6666666667,589,1
15976X35AL,49,F,445805.3333333333,480,1
15977I68XU,37,M,398120.0,185,1
15980T56XY,59,F,457581.3333333333,329,0
15983R79IH,41,M,127062.0,288,0
15984C30UW,53,M,370767.0,259,1
15987B67XE,35,M,181104.0,759,1
15988F06FZ,45,M,637285.3333333334,381,1
15989H12MZ,35,M,168562.0,966,1
15989I02QM,31,F,355237.3333333333,269,0
15995I16MD,39,F,507405.3333333333,180,0
15996U78VH,49,M,493699.0,472,1
15998J80RH,36,F,294000.0,429,1
15999K05MB,64,F,236677.33333333334,124,0
16001W10FJ,39,M,440905.0,415,1
16010E76ER,53,M,497033.0,291,1
